CRCode,CRName,Latitude,Longitude
RUS,Russian Federation,51.56549835,34.68220139
UKR,Ukraine,51.56637955,32.95861054
RUS,Russian Federation,51.56666946,46.03332901
RUS,Russian Federation,51.56856918,45.83311844
GBR,United Kingdom,51.58610153,-0.555429995
GBR,United Kingdom,51.58774185,-2.998349905
POL,Poland,51.59584045,18.73023033
RUS,Russian Federation,51.59999847,116.6333313
GBR,United Kingdom,51.62078857,-3.943229914
KAZ,Kazakhstan,51.6213913,73.10694122
GBR,United Kingdom,51.64086914,-2.676830053
RUS,Russian Federation,51.64176941,39.40863037
NLD,Netherlands,51.64500046,4.85972023
RUS,Russian Federation,51.64670181,40.13460159
DEU,Germany,51.65000153,9
DEU,Germany,51.65005875,11.11647987
RUS,Russian Federation,51.65943909,103.7061081
POL,Poland,51.66360855,16.08449936
KAZ,Kazakhstan,51.66667175,75.3666687
DEU,Germany,51.66690064,6.620369911
RUS,Russian Federation,51.67013168,115.6254272
GBR,United Kingdom,51.67139053,-3.529720068
RUS,Russian Federation,51.67203903,39.18429947
GBR,United Kingdom,51.67597961,-4.136670113
RUS,Russian Federation,51.67802811,41.63750076
UKR,Ukraine,51.67821884,33.91619873
DEU,Germany,51.68190002,9.310270309
RUS,Russian Federation,51.68526077,39.02787018
NLD,Netherlands,51.68917084,3.733330011
RUS,Russian Federation,51.70000076,94.44999695
KAZ,Kazakhstan,51.70056152,70.99944305
GBR,United Kingdom,51.71511078,-5.055540085
RUS,Russian Federation,51.71590042,108.2690964
NLD,Netherlands,51.73083115,5.879169941
POL,Poland,51.73186874,20.85153961
GBR,United Kingdom,51.73332977,-2.366669893
RUS,Russian Federation,51.73733139,36.18735123
RUS,Russian Federation,51.74097824,39.36655045
GBR,United Kingdom,51.75,-0.333330005
POL,Poland,51.75,19.46666908
GBR,United Kingdom,51.75222015,-1.255959988
RUS,Russian Federation,51.7539711,39.58731079
DEU,Germany,51.75769043,14.32888031
RUS,Russian Federation,51.75780106,48.54130173
GBR,United Kingdom,51.76039887,-0.56528002
POL,Poland,51.76108933,18.09102058
RUS,Russian Federation,51.76509857,39.54040146
RUS,Russian Federation,51.76607895,55.26647949
RUS,Russian Federation,51.77270126,55.09880066
DEU,Germany,51.78826141,6.13864994
DEU,Germany,51.78842926,11.1500597
POL,Poland,51.79874039,18.33893013
RUS,Russian Federation,51.80036163,107.4443665
POL,Poland,51.80332947,15.71702004
GBR,United Kingdom,51.80395889,-4.075270176
DEU,Germany,51.80408096,9.351519585
DEU,Germany,51.80479813,13.6467104
RUS,Russian Federation,51.82604981,107.609787
DEU,Germany,51.82889938,8.147239685
DEU,Germany,51.83863831,12.24555016
DEU,Germany,51.83879089,6.615310192
NLD,Netherlands,51.84500122,4.329170227
POL,Poland,51.84766007,15.71105003
GBR,United Kingdom,51.84999847,-2.266669989
GBR,United Kingdom,51.85805893,1.116299987
UKR,Ukraine,51.86296082,33.46979904
NLD,Netherlands,51.87670136,6.258769989
DEU,Germany,51.8833313,8.516670227
NLD,Netherlands,51.88666916,5.429170132
DEU,Germany,51.89561844,11.05622006
IRL,Ireland,51.89796829,-8.470609665
DEU,Germany,51.90000153,13.55000019
GBR,United Kingdom,51.90224075,-0.202559993
RUS,Russian Federation,51.91569901,39.33609009
NLD,Netherlands,51.92250061,4.479169846
POL,Poland,51.93547821,15.50642967
DEU,Germany,51.94842148,13.0886097
RUS,Russian Federation,51.94952011,55.17314148
KAZ,Kazakhstan,51.95249939,76.02111054
DEU,Germany,51.96236038,7.625710011
NLD,Netherlands,51.96500015,6.288889885
RUS,Russian Federation,51.96500015,59.8966713
DEU,Germany,51.96620178,12.08516979
NLD,Netherlands,51.97000122,5.666669846
NLD,Netherlands,51.97999954,5.911109924
POL,Poland,51.98551178,19.90653992
NLD,Netherlands,51.98667145,6.566669941
RUS,Russian Federation,51.98703003,43.27310181
NLD,Netherlands,51.99417114,4.209720135
GBR,United Kingdom,51.99465942,-1.25217998
GBR,United Kingdom,52.00712967,-0.265650004
POL,Poland,52.01548004,18.50054932
GBR,United Kingdom,52.02386856,-4.800680161
GBR,United Kingdom,52.02619934,0.038619999
RUS,Russian Federation,52.02658844,37.88539887
CAN,Canada,52.02687836,-113.9507065
RUS,Russian Federation,52.02782059,47.80070114
NLD,Netherlands,52.0286293,5.558909893
NLD,Netherlands,52.03332901,5.658329964
DEU,Germany,52.03332901,8.533329964
RUS,Russian Federation,52.03332901,47.3833313
RUS,Russian Federation,52.03332901,113.5500031
NLD,Netherlands,52.03633881,4.325009823
GBR,United Kingdom,52.04172134,-0.75582999
RUS,Russian Federation,52.04661942,39.72880173
GBR,United Kingdom,52.04832077,-0.02438
NLD,Netherlands,52.05749893,4.493060112
NLD,Netherlands,52.0766716,4.29861021
DEU,Germany,52.07936096,7.013440132
NLD,Netherlands,52.08250046,4.75
CAN,Canada,52.08610153,-101.0400772
NLD,Netherlands,52.09083176,5.122220039
RUS,Russian Federation,52.09339905,53.65280151
BLR,Belarus,52.09754944,23.68774986
CAN,Canada,52.10580063,-101.2675934
DEU,Germany,52.11104965,14.49705029
CAN,Canada,52.11679077,-106.6345215
BLR,Belarus,52.12358856,26.06981087
DEU,Germany,52.12773132,11.62915993
CAN,Canada,52.12805176,-122.142189
GBR,United Kingdom,52.12910843,-0.215609998
NLD,Netherlands,52.15499878,5.387499809
DEU,Germany,52.15592957,14.61096001
POL,Poland,52.1677208,22.29006004
DEU,Germany,52.18413925,14.57804012
GBR,United Kingdom,52.18445969,-0.687590003
NLD,Netherlands,52.20999908,5.969439983
GBR,United Kingdom,52.21057892,0.060940001
RUS,Russian Federation,52.21389008,104.0999985
NLD,Netherlands,52.21833038,6.895830154
POL,Poland,52.22943878,20.23838043
POL,Poland,52.22977066,21.01177979
POL,Poland,52.23064041,19.36408997
DEU,Germany,52.23778915,8.919010162
GBR,United Kingdom,52.25,-0.883329988
DEU,Germany,52.26594162,10.52672958
DEU,Germany,52.27264023,8.049799919
RUS,Russian Federation,52.29777908,104.2963867
GBR,United Kingdom,52.29999924,-2.583329916
KAZ,Kazakhstan,52.29999924,76.94999695
POL,Poland,52.3031807,19.19216919
RUS,Russian Federation,52.30443955,85.07805634
CAN,Canada,52.31681061,-114.0852966
RUS,Russian Federation,52.31847,42.49369049
POL,Poland,52.32511902,17.56518936
CAN,Canada,52.32575607,-112.7147827
NLD,Netherlands,52.33000183,5.541669846
CHN,China,52.33332825,124.7333298
NLD,Netherlands,52.33964157,4.962560177
DEU,Germany,52.34714127,14.55062008
KAZ,Kazakhstan,52.35443878,71.88694
GBR,United Kingdom,52.3666687,-0.066670001
DEU,Germany,52.3666687,13.61666966
NLD,Netherlands,52.3702507,5.214129925
DEU,Germany,52.37052155,9.7332201
GBR,United Kingdom,52.37091827,-1.264170051
DEU,Germany,52.37326813,13.7865696
NLD,Netherlands,52.37403107,4.889689922
DEU,Germany,52.39654923,13.05793953
RUS,Russian Federation,52.39820099,49.96099854
DEU,Germany,52.40462875,12.10101986
POL,Poland,52.40692139,16.92992973
RUS,Russian Federation,52.41500092,104.0494385
DEU,Germany,52.41667175,12.55000019
RUS,Russian Federation,52.42533875,37.60689163
BLR,Belarus,52.43825913,30.98226929
GBR,United Kingdom,52.45415115,1.730990052
KAZ,Kazakhstan,52.45806122,68.1838913
RUS,Russian Federation,52.46583176,104.4024963
RUS,Russian Federation,52.46632004,43.71199036
GBR,United Kingdom,52.47520065,1.751590014
GBR,United Kingdom,52.48141861,-1.899829984
GBR,United Kingdom,52.48173142,-2.121390104
DEU,Germany,52.49021149,9.289850235
RUS,Russian Federation,52.49657059,39.93592835
NLD,Netherlands,52.51166916,6.256939888
NLD,Netherlands,52.51250076,6.094439983
GBR,United Kingdom,52.52323151,-1.465229988
DEU,Germany,52.52436829,13.41053009
GBR,United Kingdom,52.52714157,0.387829989
RUS,Russian Federation,52.5363884,85.20722199
RUS,Russian Federation,52.53667069,103.8863907
KAZ,Kazakhstan,52.53694153,62.49361038
POL,Poland,52.54682159,19.70638084
DEU,Germany,52.54994965,14.49989033
NLD,Netherlands,52.60251999,4.688149929
RUS,Russian Federation,52.60311127,39.57075882
DEU,Germany,52.61098862,7.085680008
RUS,Russian Federation,52.62366104,38.50168991
KAZ,Kazakhstan,52.62916946,70.41693878
GBR,United Kingdom,52.65000153,-0.483330011
RUS,Russian Federation,52.65499878,90.09278107
IRL,Ireland,52.66471863,-8.623060226
RUS,Russian Federation,52.67139053,41.90333176
GBR,United Kingdom,52.67197037,0.188309997
DEU,Germany,52.67412186,7.484600067
POL,Poland,52.67562103,18.33131027
DEU,Germany,52.67982101,13.58708
DEU,Germany,52.68452835,7.952229977
DEU,Germany,52.6906395,7.290969849
NLD,Netherlands,52.6958313,6.194439888
RUS,Russian Federation,52.71667099,55.79999924
RUS,Russian Federation,52.71805954,58.66582871
RUS,Russian Federation,52.71815109,50.03218842
DEU,Germany,52.72631836,8.285980225
RUS,Russian Federation,52.73167038,41.4338913
RUS,Russian Federation,52.73524094,32.30857086
POL,Poland,52.7367897,15.22877979
POL,Poland,52.73900986,14.69799995
RUS,Russian Federation,52.75194168,103.6452789
NLD,Netherlands,52.75915146,5.075339794
GBR,United Kingdom,52.76667023,-1.566669941
RUS,Russian Federation,52.76667023,55.78332901
RUS,Russian Federation,52.78070068,52.26350021
BLR,Belarus,52.78792954,27.54348946
DEU,Germany,52.79162979,11.72204018
DEU,Germany,52.79764175,7.225540161
POL,Poland,52.79885864,18.26387978
RUS,Russian Federation,52.80199814,51.16600037
RUS,Russian Federation,52.80500031,104.7508316
DEU,Germany,52.80781174,9.14027977
RUS,Russian Federation,52.82543945,34.49959946
DEU,Germany,52.83491898,13.81951046
GBR,United Kingdom,52.84524155,-1.64598
DEU,Germany,52.84999847,9.583330154
GBR,United Kingdom,52.8670311,-2.192150116
RUS,Russian Federation,52.86917114,103.4608307
DEU,Germany,52.88188171,9.730739594
DEU,Germany,52.89448166,8.186090469
GBR,United Kingdom,52.91149139,-0.641839981
POL,Poland,52.91661072,22.51712036
RUS,Russian Federation,52.92089844,87.98690033
GBR,United Kingdom,52.92277145,-1.476629972
DEU,Germany,52.92815018,12.80311012
KAZ,Kazakhstan,52.93333054,70.19999695
RUS,Russian Federation,52.93360138,33.44639969
RUS,Russian Federation,52.94929886,39.82690048
GBR,United Kingdom,52.95360184,-1.150470018
KAZ,Kazakhstan,52.95943832,63.12055969
RUS,Russian Federation,52.96474075,43.41646957
RUS,Russian Federation,52.96508026,36.07849884
RUS,Russian Federation,52.96667099,55.91667175
RUS,Russian Federation,52.97710037,49.70859909
GBR,United Kingdom,52.98041153,-3.0761199
DEU,Germany,52.98752976,8.816249847
GBR,United Kingdom,53.00143814,-1.920029998
POL,Poland,53.01374817,18.59814072
RUS,Russian Federation,53.01747131,32.39178085
POL,Poland,53.01906967,20.88028908
POL,Poland,53.02795029,17.12652969
RUS,Russian Federation,53.04520035,158.6483002
DEU,Germany,53.05110169,8.63090992
RUS,Russian Federation,53.05332947,90.91388702
DEU,Germany,53.05963135,14.28153992
DEU,Germany,53.06394959,9.083740234
RUS,Russian Federation,53.08583069,103.3324966
RUS,Russian Federation,53.08750153,91.39971924
BLR,Belarus,53.08858109,30.05015945
GBR,United Kingdom,53.10905075,-0.401389986
RUS,Russian Federation,53.12292099,34.98516846
POL,Poland,53.12350082,18.00761986
RUS,Russian Federation,53.125,48.85306168
RUS,Russian Federation,53.1257019,47.20410156
RUS,Russian Federation,53.12860107,35.39659882
POL,Poland,53.1333313,23.14999962
RUS,Russian Federation,53.14056015,140.7299957
POL,Poland,53.15145111,16.73781967
POL,Poland,53.15206909,19.55463028
GBR,United Kingdom,53.1521492,-0.214530006
RUS,Russian Federation,53.15610886,103.0674973
RUS,Russian Federation,53.15850067,48.4681015
RUS,Russian Federation,53.16785812,47.52643967
RUS,Russian Federation,53.18222046,34.55110931
RUS,Russian Federation,53.18730164,158.3804932
RUS,Russian Federation,53.18970108,48.42259979
GBR,United Kingdom,53.19049835,-2.891890049
KAZ,Kazakhstan,53.19805908,66.7694397
RUS,Russian Federation,53.20000076,50.15000153
RUS,Russian Federation,53.20066071,45.00463867
NLD,Netherlands,53.20138931,5.808589935
IRL,Ireland,53.20278168,-6.098330021
RUS,Russian Federation,53.20837021,44.80133057
DEU,Germany,53.20901871,11.42329979
RUS,Russian Federation,53.21099854,87.2983017
IRL,Ireland,53.21583176,-6.666940212
NLD,Netherlands,53.21916962,6.566669941
RUS,Russian Federation,53.23162079,45.2473793
DEU,Germany,53.23332977,8.600000381
RUS,Russian Federation,53.23332977,50.65000153
GBR,United Kingdom,53.23908997,-0.800930023
RUS,Russian Federation,53.23912811,50.39072037
RUS,Russian Federation,53.25154877,39.15552902
RUS,Russian Federation,53.25209045,34.37166977
GBR,United Kingdom,53.26539993,-3.165509939
IRL,Ireland,53.27193832,-9.048890114
KAZ,Kazakhstan,53.27750015,69.38832855
CAN,Canada,53.28337097,-117.8856888
IRL,Ireland,53.28590012,-6.373439789
KAZ,Kazakhstan,53.29333115,68.10417175
RUS,Russian Federation,53.30971909,83.62389374
CAN,Canada,53.31684876,-60.33153153
GBR,United Kingdom,53.3221283,-0.943149984
GBR,United Kingdom,53.34173966,-2.731240034
IRL,Ireland,53.34399033,-6.26718998
RUS,Russian Federation,53.36056137,83.76361084
RUS,Russian Federation,53.36830902,34.10327911
GBR,United Kingdom,53.37302017,-3.184170008
RUS,Russian Federation,53.3759613,51.34519959
GBR,United Kingdom,53.3829689,-1.465899944
RUS,Russian Federation,53.38365173,55.9077301
RUS,Russian Federation,53.38721848,103.8769379
RUS,Russian Federation,53.39971924,49.49528122
DEU,Germany,53.40000153,9.966670036
GBR,United Kingdom,53.41057968,-2.977940083
RUS,Russian Federation,53.41860962,59.04721832
CAN,Canada,53.4224205,-113.3691864
POL,Poland,53.42893982,14.55301952
RUS,Russian Federation,53.43650055,44.61322022
RUS,Russian Federation,53.43754959,55.25780106
RUS,Russian Federation,53.44609833,83.90480042
DEU,Germany,53.45000076,7.833330154
RUS,Russian Federation,53.45000076,125.8000031
RUS,Russian Federation,53.45446014,56.04148865
RUS,Russian Federation,53.459301,85.44789887
GBR,United Kingdom,53.4809494,-2.237430096
RUS,Russian Federation,53.49729919,42.61632156
RUS,Russian Federation,53.50719833,83.83789825
RUS,Russian Federation,53.51509857,49.13550186
DEU,Germany,53.51702881,10.24880028
GBR,United Kingdom,53.52326965,-1.136909962
DEU,Germany,53.52997971,8.112529755
RUS,Russian Federation,53.53030014,49.34609985
RUS,Russian Federation,53.53041077,43.67663956
DEU,Germany,53.53332901,7.949999809
CAN,Canada,53.53343964,-113.9187393
CAN,Canada,53.53345871,-60.13151169
RUS,Russian Federation,53.53395081,33.72798157
CAN,Canada,53.53478622,-113.6155548
CAN,Canada,53.55014038,-113.4687119
DEU,Germany,53.55020905,8.576740265
DEU,Germany,53.56414032,13.27532005
CAN,Canada,53.56583405,-113.6891708
POL,Poland,53.56692123,21.21545982
DEU,Germany,53.5753212,10.01533985
GBR,United Kingdom,53.58332825,-2.433330059
DEU,Germany,53.59552002,7.206389904
GBR,United Kingdom,53.61766052,-2.155200005
RUS,Russian Federation,53.62022018,37.59025955
RUS,Russian Federation,53.62461853,55.95014954
GBR,United Kingdom,53.647789,-3.006479979
GBR,United Kingdom,53.65000153,-1.816669941
RUS,Russian Federation,53.65237045,52.12738037
POL,Poland,53.66722107,17.3588295
RUS,Russian Federation,53.67250061,32.75416946
POL,Poland,53.67436981,15.11629963
DEU,Germany,53.68590164,9.980409622
BLR,Belarus,53.68840027,23.82579994
RUS,Russian Federation,53.69417191,88.06027985
RUS,Russian Federation,53.70019913,102.7117004
RUS,Russian Federation,53.70943832,37.29193878
RUS,Russian Federation,53.71028137,91.6875
RUS,Russian Federation,53.71556091,91.4291687
GBR,United Kingdom,53.721241,-0.505200028
GBR,United Kingdom,53.73332977,-2.666670084
RUS,Russian Federation,53.74596024,34.73950958
GBR,United Kingdom,53.75,-3.016669989
RUS,Russian Federation,53.75,127.2666702
RUS,Russian Federation,53.75569916,87.10990143
RUS,Russian Federation,53.77165985,38.12408066
RUS,Russian Federation,53.77944183,73.88056183
RUS,Russian Federation,53.78839874,81.34230042
GBR,United Kingdom,53.79199982,-1.753999949
RUS,Russian Federation,53.8236084,91.28417206
POL,Poland,53.82426071,14.97846985
BLR,Belarus,53.84460068,27.49690056
BLR,Belarus,53.84590149,27.58160019
GBR,United Kingdom,53.84860992,-1.838569999
RUS,Russian Federation,53.85250092,91.3741684
GBR,United Kingdom,53.85250855,-3.036309958
BLR,Belarus,53.85609818,27.60239983
DEU,Germany,53.86185837,8.626689911
DEU,Germany,53.86893082,10.68729019
BLR,Belarus,53.8730011,27.6760006
RUS,Russian Federation,53.87694168,59.21055985
GBR,United Kingdom,53.88489151,-1.616410017
DEU,Germany,53.8904419,12.58073998
RUS,Russian Federation,53.89749908,92.67250061
BLR,Belarus,53.90000153,27.56666946
RUS,Russian Federation,53.90063095,51.21170044
BLR,Belarus,53.90190125,27.44619942
DEU,Germany,53.90301132,13.0225296
RUS,Russian Federation,53.90589905,86.71900177
BLR,Belarus,53.91070175,27.4423008
BLR,Belarus,53.91410065,30.33764076
RUS,Russian Federation,53.91638947,40.01332855
RUS,Russian Federation,53.91944122,58.36722183
BLR,Belarus,53.91989899,27.64669991
RUS,Russian Federation,53.92020035,102.0441971
POL,Poland,53.92076874,19.03071976
BLR,Belarus,53.9231987,27.46800041
RUS,Russian Federation,53.93360901,37.9279213
RUS,Russian Federation,53.95016861,38.09801102
BLR,Belarus,53.9530983,27.61599922
DEU,Germany,53.95507813,13.55661011
RUS,Russian Federation,53.96305847,58.39805985
RUS,Russian Federation,53.97164154,38.53186035
RUS,Russian Federation,53.9849205,38.03593063
RUS,Russian Federation,53.98548126,37.664711
RUS,Russian Federation,53.99000168,86.66210175
GBR,United Kingdom,53.99077988,-1.537299991
IRL,Ireland,54,-6.416669846
RUS,Russian Federation,54.00917053,37.51194
RUS,Russian Federation,54.01028061,103.0544434
RUS,Russian Federation,54.01050186,38.2845993
LTU,Lithuania,54.01667023,23.96666908
RUS,Russian Federation,54.02407837,55.88248062
RUS,Russian Federation,54.02576065,41.71191025
DEU,Germany,54.0317688,11.67391014
POL,Poland,54.03591156,19.02659988
RUS,Russian Federation,54.05899048,35.96228027
RUS,Russian Federation,54.06386948,44.95090103
RUS,Russian Federation,54.06853104,45.08633041
DEU,Germany,54.07757187,12.37557983
DEU,Germany,54.08869934,12.14048958
BLR,Belarus,54.09658051,28.33410072
RUS,Russian Federation,54.09790039,61.57730103
POL,Poland,54.10802078,23.34697914
RUS,Russian Federation,54.10879898,102.1648026
RUS,Russian Federation,54.11349869,47.62310028
IRL,Ireland,54.1166687,-9.166669846
RUS,Russian Federation,54.1166687,54.1166687
RUS,Russian Federation,54.13761139,38.16043091
DEU,Germany,54.14595032,11.90316963
IMN,Isle of Man,54.15000153,-4.483329773
CAN,Canada,54.1501503,-115.6854782
RUS,Russian Federation,54.15076828,33.2815094
CAN,Canada,54.1545372,-113.8608933
LTU,Lithuania,54.16667175,25
CAN,Canada,54.18033981,-110.7326889
RUS,Russian Federation,54.18379974,45.17490006
RUS,Russian Federation,54.18714142,32.15816879
DEU,Germany,54.20272064,12.30167961
RUS,Russian Federation,54.20444107,37.61111069
RUS,Russian Federation,54.21385956,49.6183815
RUS,Russian Federation,54.21670151,57.55559921
RUS,Russian Federation,54.22980118,39.02690125
RUS,Russian Federation,54.23120117,85.79720306
CAN,Canada,54.25017929,-111.1684875
GBR,United Kingdom,54.26541138,-2.694020033
RUS,Russian Federation,54.27806091,37.45582962
RUS,Russian Federation,54.29959869,59.45209885
DEU,Germany,54.30662918,9.663129807
DEU,Germany,54.30910873,13.08180046
RUS,Russian Federation,54.31206131,34.52096176
BLR,Belarus,54.32051849,26.86436081
DEU,Germany,54.32133102,10.1348896
RUS,Russian Federation,54.33332825,48.40000153
GBR,United Kingdom,54.34614945,-7.641329765
POL,Poland,54.35205078,18.64636993
RUS,Russian Federation,54.35533142,38.2684288
GBR,United Kingdom,54.35591126,-3.408639908
RUS,Russian Federation,54.36600113,39.27920151
RUS,Russian Federation,54.36606979,48.72938919
GBR,United Kingdom,54.37541962,-1.633280039
RUS,Russian Federation,54.3930397,53.26023102
CAN,Canada,54.3997612,-126.6700821
GBR,United Kingdom,54.40000153,-7.583330154
GBR,United Kingdom,54.40000153,-5.883329868
LTU,Lithuania,54.40000153,24.04999924
RUS,Russian Federation,54.40399933,40.37620163
RUS,Russian Federation,54.41650009,86.29759979
RUS,Russian Federation,54.42752838,45.32962036
RUS,Russian Federation,54.44179916,61.25360107
POL,Poland,54.45143127,17.9345398
POL,Poland,54.46405029,17.02872086
GBR,United Kingdom,54.47940826,-3.527559996
RUS,Russian Federation,54.4814682,53.47103119
RUS,Russian Federation,54.50999832,37.08000183
RUS,Russian Federation,54.52930069,36.27542114
RUS,Russian Federation,54.53689957,56.15169907
RUS,Russian Federation,54.53779984,52.79850006
GBR,United Kingdom,54.54999924,-6.733329773
RUS,Russian Federation,54.55590057,100.5904999
LTU,Lithuania,54.56666946,23.35000038
GBR,United Kingdom,54.5762291,-1.234830022
POL,Poland,54.58047867,16.86194038
GBR,United Kingdom,54.58332825,-5.933330059
RUS,Russian Federation,54.6012001,86.24590302
RUS,Russian Federation,54.60250092,61.23099899
RUS,Russian Federation,54.60665894,53.70970154
RUS,Russian Federation,54.60680008,85.38990021
RUS,Russian Federation,54.60848999,48.39276123
RUS,Russian Federation,54.62689972,39.6916008
GBR,United Kingdom,54.6333313,-3.549999952
RUS,Russian Federation,54.63344955,21.81557083
RUS,Russian Federation,54.63660049,83.30449677
GBR,United Kingdom,54.64305115,-6.745950222
GBR,United Kingdom,54.65338135,-5.668950081
RUS,Russian Federation,54.65670013,86.17369843
RUS,Russian Federation,54.66667175,55.71667099
RUS,Russian Federation,54.67501068,20.13472939
LTU,Lithuania,54.68915939,25.27980042
RUS,Russian Federation,54.69606018,20.23612976
RUS,Russian Federation,54.69630051,45.24240112
GBR,United Kingdom,54.70000076,-3.266669989
RUS,Russian Federation,54.70648956,20.51095009
RUS,Russian Federation,54.71800995,39.829319
RUS,Russian Federation,54.72658157,47.56766129
RUS,Russian Federation,54.7305603,37.40888977
RUS,Russian Federation,54.76050186,38.87841034
RUS,Russian Federation,54.7677803,42.27111054
DNK,Denmark,54.76905823,11.87425041
DNK,Denmark,54.77661896,11.50016975
RUS,Russian Federation,54.78179932,32.0401001
RUS,Russian Federation,54.78517151,56.04561997
RUS,Russian Federation,54.78969955,39.83335877
RUS,Russian Federation,54.79999924,55.90000153
RUS,Russian Federation,54.81499863,58.4591713
RUS,Russian Federation,54.83243942,56.41263962
RUS,Russian Federation,54.84444046,38.16693878
RUS,Russian Federation,54.85998154,38.55062103
RUS,Russian Federation,54.86639023,37.21778107
RUS,Russian Federation,54.86964035,31.38608933
GBR,United Kingdom,54.87527084,-1.408239961
RUS,Russian Federation,54.88499832,37.12611008
LTU,Lithuania,54.90000153,23.89999962
RUS,Russian Federation,54.90082932,38.0708313
RUS,Russian Federation,54.90441895,52.31539917
RUS,Russian Federation,54.9076004,99.02760315
RUS,Russian Federation,54.91027832,64.43193817
RUS,Russian Federation,54.91500092,33.29721832
RUS,Russian Federation,54.91569901,56.98270035
RUS,Russian Federation,54.91590118,85.6384964
RUS,Russian Federation,54.92139053,37.41083145
RUS,Russian Federation,54.93582916,43.32352066
RUS,Russian Federation,54.93986893,20.15479088
RUS,Russian Federation,54.94169998,58.80830002
RUS,Russian Federation,54.94477844,39.33940888
RUS,Russian Federation,54.95000076,48.28332901
RUS,Russian Federation,54.95000076,49.06666946
RUS,Russian Federation,54.95082855,20.22747994
RUS,Russian Federation,54.95893097,20.47668076
GBR,United Kingdom,54.96208954,-1.60168004
GBR,United Kingdom,54.96667099,-7.266670227
GBR,United Kingdom,54.97328186,-1.613960028
RUS,Russian Federation,54.97489929,60.36330032
RUS,Russian Federation,54.97660828,39.04439926
RUS,Russian Federation,54.9813118,33.34572983
GBR,United Kingdom,54.98332977,-7.349999905
RUS,Russian Federation,55,73.40000153
RUS,Russian Federation,55.00263977,74.10281372
RUS,Russian Federation,55.01456833,36.47185135
RUS,Russian Federation,55.02389908,52.7358017
RUS,Russian Federation,55.03178024,36.74401856
RUS,Russian Federation,55.03499985,55.97806168
RUS,Russian Federation,55.04150009,82.93460083
RUS,Russian Federation,55.04249954,59.04000092
RUS,Russian Federation,55.04499817,60.10832977
RUS,Russian Federation,55.05286026,74.57511139
GBR,United Kingdom,55.06959152,-3.611390114
RUS,Russian Federation,55.07944107,38.77833176
CAN,Canada,55.08671951,-59.16841888
RUS,Russian Federation,55.09680939,36.61006165
RUS,Russian Federation,55.10499954,55.35083008
RUS,Russian Federation,55.11194992,38.17383957
RUS,Russian Federation,55.13396072,37.9442482
RUS,Russian Federation,55.15000153,33.21667099
RUS,Russian Federation,55.15000153,60.11832809
RUS,Russian Federation,55.15420914,72.69246674
RUS,Russian Federation,55.15444183,61.42972183
CAN,Canada,55.16667175,-118.8027115
RUS,Russian Federation,55.16667175,124.7166672
CAN,Canada,55.16969299,-118.7994919
RUS,Russian Federation,55.17110825,59.65082932
CAN,Canada,55.18518829,-118.7876434
BLR,Belarus,55.19047928,30.20330048
RUS,Russian Federation,55.21038818,34.29507828
RUS,Russian Federation,55.22444153,45.89056015
LTU,Lithuania,55.23332977,25.41666985
RUS,Russian Federation,55.24555969,42.20888901
LTU,Lithuania,55.25,24.75
RUS,Russian Federation,55.26889038,66.49472046
RUS,Russian Federation,55.27690125,85.61630249
RUS,Russian Federation,55.29999924,38.53332901
RUS,Russian Federation,55.30332947,53.19472122
RUS,Russian Federation,55.31204987,76.76467896
RUS,Russian Federation,55.3125,38.66360855
RUS,Russian Federation,55.31750107,42.17443848
RUS,Russian Federation,55.31949997,52.06941986
RUS,Russian Federation,55.32363892,36.75001907
RUS,Russian Federation,55.32444,42.02666855
RUS,Russian Federation,55.33332825,73.1166687
RUS,Russian Federation,55.33332825,86.08332825
RUS,Russian Federation,55.334301,41.62950134
RUS,Russian Federation,55.34101105,38.72365952
RUS,Russian Federation,55.34444046,61.34444046
LTU,Lithuania,55.3488884,21.48306084
DNK,Denmark,55.35654831,10.5844698
LTU,Lithuania,55.35916901,21.70222092
RUS,Russian Federation,55.36027908,54.61528015
RUS,Russian Federation,55.36310959,50.6424408
RUS,Russian Federation,55.36352158,37.52983856
RUS,Russian Federation,55.38420105,71.88912964
RUS,Russian Federation,55.38751984,36.73307037
RUS,Russian Federation,55.39485169,43.83992004
DNK,Denmark,55.39593887,10.38831043
RUS,Russian Federation,55.4046402,49.55036926
RUS,Russian Federation,55.4209404,56.55426025
RUS,Russian Federation,55.42111969,38.26187897
RUS,Russian Federation,55.42417908,37.55472183
RUS,Russian Federation,55.43252182,40.48538971
RUS,Russian Federation,55.45000076,65.33332825
RUS,Russian Federation,55.45978165,38.44358063
GBR,United Kingdom,55.46273041,-4.633930206
CAN,Canada,55.46664047,-119.4360809
RUS,Russian Federation,55.49105835,54.86883164
LTU,Lithuania,55.5,25.60000038
RUS,Russian Federation,55.50049973,46.41287994
RUS,Russian Federation,55.50056076,94.38999939
RUS,Russian Federation,55.50860977,47.49555969
RUS,Russian Federation,55.51514053,36.97745895
RUS,Russian Federation,55.52835083,70.33853912
RUS,Russian Federation,55.52917099,42.20027924
RUS,Russian Federation,55.53009033,44.21136856
RUS,Russian Federation,55.54027939,89.20082855
DNK,Denmark,55.54872131,12.02390957
RUS,Russian Federation,55.55056,36.37443924
RUS,Russian Federation,55.55194092,37.08010101
RUS,Russian Federation,55.55290985,34.99536896
RUS,Russian Federation,55.56515884,39.12324143
